target_id	X0	mu_k	GI	k_obs	Xt	Reads_t	Log2fc
126_194	500	0.947	1.000	0.882	66684.141	333	-0.502
126_195	500	0.686	0.714	0.660	19375.532	97	-2.282
126_196	500	0.460	0.644	0.466	6633.752	33	-3.837
126_197	500	0.942	1.000	1.022	144322.810	722	0.614
126_198	500	0.534	1.000	0.544	10218.924	51	-3.209
126_199	500	0.991	1.000	1.042	161850.685	810	0.780
127	500	1.000	1.000	1.060	178619.432	894	0.922
127_128	500	1.000	1.000	1.019	142511.568	713	0.596
127_129	500	1.000	1.000	1.015	139245.027	697	0.563
127_130	500	1.000	1.000	0.991	121981.860	610	0.371
127_131	500	1.000	1.000	0.991	121936.179	610	0.371
127_132	500	1.000	1.000	0.985	118024.535	591	0.325
127_133	500	1.000	1.000	1.010	135142.589	676	0.519
127_134	500	1.000	1.000	0.848	55005.463	275	-0.778
127_135	500	1.000	1.000	0.965	105692.662	529	0.165
127_136	500	1.000	1.000	1.014	138578.370	693	0.555
127_137	500	1.000	1.000	0.943	93242.813	466	-0.018
127_138	500	1.000	1.000	1.080	198924.683	996	1.078
127_139	500	1.000	1.000	0.958	101497.751	508	0.107
127_140	500	1.000	1.000	0.959	102070.637	511	0.115
127_141	500	1.000	1.000	1.071	189887.247	950	1.010
127_142	500	1.000	1.000	1.042	161758.285	810	0.780
127_143	500	1.000	1.000	0.938	90955.230	455	-0.052
127_144	500	1.000	1.000	1.001	128760.496	644	0.449
127_145	500	1.000	1.000	0.999	127242.138	637	0.433
127_146	500	1.000	1.000	1.043	162834.834	815	0.789
127_147	500	1.000	1.000	1.051	169837.280	850	0.850
127_148	500	1.000	1.000	0.906	76106.610	381	-0.308
127_149	500	1.000	1.000	1.014	138505.195	693	0.555
127_150	500	0.864	1.000	0.938	90600.114	453	-0.058
127_151	500	0.853	1.000	0.811	44829.742	224	-1.074
127_152	500	0.736	1.000	0.713	26110.971	130	-1.859
127_153	500	0.668	1.000	0.721	27191.801	136	-1.794
127_154	500	0.564	1.000	0.548	10456.180	52	-3.181
127_155	500	0.942	1.000	0.988	120081.071	601	0.349
127_156	500	0.399	0.529	0.385	4220.658	21	-4.489
127_157	500	0.734	1.000	0.739	30123.966	150	-1.653
127_158	500	0.760	1.000	0.790	40017.449	200	-1.238
127_159	500	0.889	1.000	0.802	42580.263	213	-1.147
127_160	500	0.865	1.000	0.873	63396.079	317	-0.573
127_161	500	0.673	1.000	0.671	20596.281	103	-2.195
127_162	500	0.908	1.000	0.937	90370.058	452	-0.062
127_163	500	0.901	1.000	0.858	58233.364	291	-0.697
127_164	500	0.579	1.000	0.554	10808.989	54	-3.127
127_165	500	0.969	1.000	0.939	91433.753	457	-0.046
127_166	500	0.752	1.000	0.792	40336.745	201	-1.231
127_167	500	0.610	1.000	0.612	14906.050	74	-2.672
127_168	500	0.823	1.000	0.769	35476.956	177	-1.414
127_169	500	0.803	1.000	0.729	28538.438	142	-1.732
127_170	500	0.540	1.000	0.550	10546.095	52	-3.181
127_171	500	0.526	1.000	0.577	12279.162	61	-2.951
127_172	500	0.660	1.000	0.631	16566.915	82	-2.524
127_173	500	0.929	1.000	0.901	74024.431	370	-0.350
127_174	500	0.531	1.000	0.552	10665.040	53	-3.154
127_175	500	0.980	1.000	0.944	93961.102	470	-0.005
127_176	500	0.569	1.000	0.511	8510.048	42	-3.489
127_177	500	0.970	1.000	0.966	106230.388	531	0.171
127_178	500	0.887	1.000	0.925	84379.424	422	-0.161
127_179	500	0.868	1.000	0.927	85374.632	427	-0.144
127_180	500	0.758	1.000	0.757	33183.893	166	-1.507
127_181	500	0.714	1.000	0.694	23412.749	117	-2.011
127_182	500	0.733	1.000	0.726	28003.363	140	-1.752
127_183	500	0.967	1.000	1.097	218692.318	1095	1.215
127_184	500	0.669	1.000	0.619	15497.434	77	-2.615
127_185	500	0.694	1.000	0.648	18213.304	91	-2.374
127_186	500	0.816	1.000	0.781	38002.653	190	-1.312
127_187	500	0.991	1.000	1.006	132280.794	662	0.489
127_188	500	0.744	1.000	0.814	45526.905	227	-1.055
127_189	500	0.618	1.000	0.543	10179.989	50	-3.238
127_190	500	0.512	1.000	0.475	6977.398	34	-3.794
127_191	500	0.799	1.000	0.876	64440.743	322	-0.551
127_192	500	0.886	1.000	0.983	116213.821	581	0.301
127_193	500	0.947	1.000	0.944	93694.770	469	-0.008
127_194	500	0.947	1.000	0.935	89508.930	448	-0.074
127_195	500	0.961	1.000	0.942	92667.382	464	-0.024
127_196	500	0.714	1.000	0.722	27418.246	137	-1.784
127_197	500	0.942	1.000	0.824	48229.339	241	-0.969
127_198	500	0.534	1.000	0.521	8977.592	44	-3.422
127_199	500	0.870	0.878	0.861	59339.823	297	-0.667
128	500	1.000	1.000	1.031	151826.098	760	0.688
128_129	500	1.000	1.000	0.954	99016.394	495	0.070
128_130	500	1.000	1.000	0.998	126602.830	634	0.427
128_131	500	1.000	1.000	1.002	129659.855	649	0.460
128_132	500	1.000	1.000	1.091	212156.519	1062	1.171
128_133	500	1.000	1.000	1.089	210037.440	1051	1.156
128_134	500	1.000	1.000	1.032	152678.010	764	0.696
128_135	500	1.000	1.000	1.013	137897.952	690	0.549
128_136	500	1.000	1.000	0.971	108734.633	544	0.206
128_137	500	1.000	1.000	0.965	105148.394	526	0.157
128_138	500	1.000	1.000	0.977	112544.806	563	0.255
128_139	500	1.000	1.000	1.030	151086.407	756	0.680
128_140	500	1.000	1.000	1.118	246926.260	1236	1.390
128_141	500	1.000	1.000	0.968	107234.631	537	0.187
128_142	500	1.000	1.000	0.976	112170.016	561	0.250
128_143	500	1.000	1.000	1.016	140243.847	702	0.574
128_144	500	1.000	1.000	0.981	115124.734	576	0.288
128_145	500	1.000	1.000	1.012	136839.658	685	0.538
128_146	500	1.000	1.000	0.945	94344.102	472	0.001
128_147	500	1.000	1.000	1.039	159218.788	797	0.757
128_148	500	1.000	1.000	1.044	163279.760	817	0.792
128_149	500	1.000	1.000	0.991	121931.245	610	0.371
128_150	500	0.545	0.630	0.548	10411.651	52	-3.181
128_151	500	0.853	1.000	0.906	75841.810	379	-0.316
128_152	500	0.736	1.000	0.706	25034.289	125	-1.916
128_153	500	0.668	1.000	0.613	14990.400	75	-2.653
128_154	500	0.564	1.000	0.531	9477.071	47	-3.327
128_155	500	0.942	1.000	0.918	81019.687	405	-0.220
128_156	500	0.755	1.000	0.727	28140.954	140	-1.752
128_157	500	0.734	1.000	0.823	47927.623	240	-0.975
128_158	500	0.760	1.000	0.743	30786.399	154	-1.615
128_159	500	0.889	1.000	0.841	52990.844	265	-0.832
128_160	500	0.865	1.000	0.813	45258.237	226	-1.062
128_161	500	0.673	1.000	0.684	22192.968	111	-2.087
128_162	500	0.908	1.000	0.892	70139.449	351	-0.426
128_163	500	0.901	1.000	0.883	67036.870	335	-0.494
128_164	500	0.579	1.000	0.592	13345.634	66	-2.837
128_165	500	0.969	1.000	0.883	67087.823	335	-0.494
128_166	500	0.752	1.000	0.769	35553.466	178	-1.406
128_167	500	0.610	1.000	0.569	11732.476	58	-3.024
128_168	500	0.823	1.000	0.700	24281.434	121	-1.963
128_169	500	0.803	1.000	0.824	48228.536	241	-0.969
128_170	500	0.540	1.000	0.572	11931.113	59	-2.999
128_171	500	0.526	1.000	0.449	6033.748	30	-3.975
128_172	500	0.660	1.000	0.589	13072.300	65	-2.859
128_173	500	0.929	1.000	0.928	85942.469	430	-0.134
128_174	500	0.531	1.000	0.503	8128.770	40	-3.560
128_175	500	0.980	1.000	1.017	140936.741	705	0.580
128_176	500	0.569	1.000	0.545	10293.743	51	-3.209
128_177	500	0.970	1.000	0.922	83095.933	416	-0.181
128_178	500	0.887	1.000	0.823	47855.149	239	-0.981
128_179	500	0.868	1.000	0.932	87649.536	438	-0.107
128_180	500	0.758	1.000	0.723	27479.801	137	-1.784
128_181	500	0.714	1.000	0.696	23774.143	119	-1.987
128_182	500	0.733	1.000	0.676	21281.989	106	-2.154
128_183	500	0.967	1.000	1.008	133726.087	669	0.504
128_184	500	0.669	1.000	0.661	19531.326	97	-2.282
128_185	500	0.694	1.000	0.707	25208.647	126	-1.904
128_186	500	0.816	1.000	0.872	62782.784	314	-0.587
128_187	500	0.991	1.000	0.957	100770.380	504	0.096
128_188	500	0.744	1.000	0.810	44664.843	223	-1.081
128_189	500	0.618	1.000	0.799	41886.534	209	-1.174
128_190	500	0.512	1.000	0.472	6840.452	34	-3.794
128_191	500	0.799	1.000	0.805	43411.959	217	-1.120
128_192	500	0.886	1.000	0.929	86292.625	432	-0.127
128_193	500	0.947	1.000	1.004	130830.295	655	0.474
128_194	500	0.947	1.000	0.930	86803.824	434	-0.120
128_195	500	0.949	0.987	0.975	111717.708	559	0.245
128_196	500	0.714	1.000	0.690	22990.862	115	-2.036
128_197	500	0.942	1.000	0.847	54708.819	273	-0.789
128_198	500	0.534	1.000	0.553	10719.633	53	-3.154
128_199	500	0.991	1.000	1.003	130063.407	651	0.465
129	500	1.000	1.000	0.972	109772.515	549	0.219
129_130	500	1.000	1.000	1.069	187491.712	938	0.992
129_131	500	1.000	1.000	1.010	134943.209	675	0.517
129_132	500	1.000	1.000	1.074	193177.181	967	1.036
129_133	500	1.000	1.000	0.955	99756.438	499	0.081
129_134	500	1.000	1.000	0.998	126431.126	633	0.424
129_135	500	1.000	1.000	1.085	205286.407	1028	1.124
129_136	500	1.000	1.000	1.013	137242.636	687	0.542
129_137	500	1.000	1.000	1.036	155887.412	780	0.726
129_138	500	1.000	1.000	0.926	84812.432	424	-0.154
129_139	500	1.000	1.000	0.961	102889.194	515	0.127
129_140	500	1.000	1.000	0.998	126271.994	632	0.422
129_141	500	1.000	1.000	0.961	103309.058	517	0.132
129_142	500	1.000	1.000	0.976	111829.153	560	0.248
129_143	500	1.000	1.000	0.922	82978.795	415	-0.185
129_144	500	1.000	1.000	1.004	130625.113	654	0.471
129_145	500	1.000	1.000	0.972	109800.274	549	0.219
129_146	500	0.679	0.679	0.669	20467.238	102	-2.209
129_147	500	0.724	0.724	0.722	27411.590	137	-1.784
129_148	500	1.000	1.000	1.064	182526.904	914	0.954
129_149	500	1.000	1.000	1.081	200112.442	1002	1.087
129_150	500	0.864	1.000	0.791	40196.401	201	-1.231
129_151	500	0.853	1.000	0.829	49560.735	248	-0.928
129_152	500	0.736	1.000	0.710	25644.939	128	-1.882
129_153	500	0.668	1.000	0.617	15337.623	76	-2.634
129_154	500	0.564	1.000	0.507	8317.905	41	-3.524
129_155	500	0.942	1.000	0.984	117264.781	587	0.315
129_156	500	0.755	1.000	0.772	36208.838	181	-1.382
129_157	500	0.734	1.000	0.654	18775.107	94	-2.327
129_158	500	0.760	1.000	0.751	32259.724	161	-1.551
129_159	500	0.889	1.000	0.928	85644.568	428	-0.140
129_160	500	0.865	1.000	0.932	87944.558	440	-0.100
129_161	500	0.673	1.000	0.629	16327.494	81	-2.542
129_162	500	0.908	1.000	1.012	136852.452	685	0.538
129_163	500	0.901	1.000	0.875	63932.183	320	-0.560
129_164	500	0.579	1.000	0.582	12578.207	62	-2.928
129_165	500	0.969	1.000	0.939	91473.030	458	-0.043
129_166	500	0.752	1.000	0.715	26334.554	131	-1.848
129_167	500	0.610	1.000	0.622	15739.313	78	-2.596
129_168	500	0.823	1.000	0.832	50470.062	252	-0.904
129_169	500	0.803	1.000	0.758	33373.375	167	-1.498
129_170	500	0.540	1.000	0.551	10611.204	53	-3.154
129_171	500	0.526	1.000	0.555	10844.102	54	-3.127
129_172	500	0.660	1.000	0.737	29749.194	148	-1.672
129_173	500	0.929	1.000	0.936	89959.068	450	-0.068
129_174	500	0.531	1.000	0.502	8087.592	40	-3.560
129_175	500	0.980	1.000	1.106	230115.334	1152	1.288
129_176	500	0.569	1.000	0.633	16769.610	83	-2.507
129_177	500	0.970	1.000	0.968	106907.801	535	0.182
129_178	500	0.887	1.000	0.903	74945.402	375	-0.331
129_179	500	0.868	1.000	0.982	116118.371	581	0.301
129_180	500	0.758	1.000	0.776	36881.278	184	-1.358
129_181	500	0.714	1.000	0.738	29987.749	150	-1.653
129_182	500	0.733	1.000	0.741	30500.265	152	-1.634
129_183	500	0.967	1.000	0.978	113278.133	567	0.265
129_184	500	0.669	1.000	0.692	23205.011	116	-2.024
129_185	500	0.694	1.000	0.630	16452.061	82	-2.524
129_186	500	0.816	1.000	0.806	43744.635	219	-1.107
129_187	500	0.991	1.000	1.078	196905.449	986	1.064
129_188	500	0.744	1.000	0.783	38323.438	191	-1.304
129_189	500	0.618	1.000	0.595	13512.585	67	-2.816
129_190	500	0.512	1.000	0.611	14788.950	74	-2.672
129_191	500	0.799	1.000	0.766	34949.996	175	-1.431
129_192	500	0.886	1.000	0.872	63063.119	315	-0.583
129_193	500	0.947	1.000	1.044	163491.226	818	0.794
129_194	500	0.947	1.000	0.894	71137.416	356	-0.406
129_195	500	0.961	1.000	0.924	84087.412	421	-0.164
129_196	500	0.714	1.000	0.794	40758.711	204	-1.209
129_197	500	0.848	0.900	0.824	48181.621	241	-0.969
129_198	500	0.534	1.000	0.531	9496.971	47	-3.327
129_199	500	0.991	1.000	1.046	165167.555	827	0.810
130	500	1.000	1.000	1.053	171546.309	859	0.865
130_131	500	1.000	1.000	0.903	74944.958	375	-0.331
130_132	500	1.000	1.000	1.063	181835.153	910	0.948
130_133	500	1.000	1.000	0.956	100129.309	501	0.087
130_134	500	1.000	1.000	0.974	111091.670	556	0.237
130_135	500	1.000	1.000	1.082	201431.157	1008	1.096
130_136	500	1.000	1.000	0.977	112815.553	564	0.258
130_137	500	1.000	1.000	1.040	159657.536	799	0.760
130_138	500	1.000	1.000	0.986	118204.238	591	0.325
130_139	500	1.000	1.000	0.998	126368.731	632	0.422
130_140	500	1.000	1.000	1.071	189903.037	951	1.012
130_141	500	1.000	1.000	0.921	82774.682	414	-0.188
130_142	500	1.000	1.000	1.064	182519.402	914	0.954
130_143	500	1.000	1.000	0.968	107410.162	537	0.187
130_144	500	1.000	1.000	1.035	155107.140	776	0.718
130_145	500	1.000	1.000	1.004	130722.082	654	0.471
130_146	500	1.000	1.000	1.086	206077.586	1031	1.128
130_147	500	0.968	0.968	0.920	82287.462	412	-0.195
130_148	500	1.000	1.000	1.024	146461.882	733	0.636
130_149	500	1.000	1.000	1.084	204418.473	1023	1.117
130_150	500	0.864	1.000	0.863	59893.300	299	-0.658
130_151	500	0.853	1.000	0.896	71932.678	360	-0.390
130_152	500	0.736	1.000	0.761	33929.071	169	-1.481
130_153	500	0.668	1.000	0.612	14851.829	74	-2.672
130_154	500	0.564	1.000	0.705	24946.323	124	-1.928
130_155	500	0.942	1.000	0.920	82269.156	411	-0.199
130_156	500	0.755	1.000	0.768	35418.771	177	-1.414
130_157	500	0.734	1.000	0.796	41250.531	206	-1.195
130_158	500	0.760	1.000	0.753	32610.976	163	-1.533
130_159	500	0.889	1.000	0.786	39112.673	195	-1.274
130_160	500	0.865	1.000	0.843	53678.601	268	-0.816
130_161	500	0.673	1.000	0.717	26704.762	133	-1.826
130_162	500	0.596	0.656	0.629	16359.824	81	-2.542
130_163	500	0.901	1.000	0.822	47790.688	239	-0.981
130_164	500	0.579	1.000	0.596	13622.798	68	-2.794
130_165	500	0.969	1.000	0.969	107522.834	538	0.190
130_166	500	0.752	1.000	0.734	29303.490	146	-1.692
130_167	500	0.587	0.962	0.588	13004.255	65	-2.859
130_168	500	0.823	1.000	0.773	36296.363	181	-1.382
130_169	500	0.803	1.000	0.830	49781.293	249	-0.922
130_170	500	0.540	1.000	0.569	11745.649	58	-3.024
130_171	500	0.526	1.000	0.586	12873.906	64	-2.882
130_172	500	0.660	1.000	0.592	13329.347	66	-2.837
130_173	500	0.929	1.000	0.953	98720.591	494	0.067
130_174	500	0.531	1.000	0.516	8724.095	43	-3.455
130_175	500	0.980	1.000	1.038	158286.209	792	0.748
130_176	500	0.569	1.000	0.679	21586.252	108	-2.127
130_177	500	0.970	1.000	0.967	106399.607	532	0.174
130_178	500	0.887	1.000	0.890	69663.357	348	-0.439
130_179	500	0.868	1.000	0.823	48054.554	240	-0.975
130_180	500	0.758	1.000	0.755	32881.134	164	-1.524
130_181	500	0.714	1.000	0.774	36551.022	183	-1.366
130_182	500	0.733	1.000	0.670	20558.685	102	-2.209
130_183	500	0.967	1.000	0.911	78144.105	391	-0.271
130_184	500	0.669	1.000	0.669	20424.092	102	-2.209
130_185	500	0.694	1.000	0.614	15078.032	75	-2.653
130_186	500	0.816	1.000	0.770	35814.304	179	-1.398
130_187	500	0.991	1.000	0.944	93589.471	468	-0.011
130_188	500	0.744	1.000	0.774	36496.509	182	-1.374
130_189	500	0.618	1.000	0.616	15214.771	76	-2.634
130_190	500	0.512	1.000	0.494	7721.046	38	-3.634
130_191	500	0.799	1.000	0.831	50053.044	250	-0.916
130_192	500	0.886	1.000	0.970	108358.180	542	0.200
130_193	500	0.947	1.000	1.013	137524.536	688	0.545
130_194	500	0.947	1.000	0.950	97037.598	485	0.040
130_195	500	0.961	1.000	0.920	81997.137	410	-0.202
130_196	500	0.714	1.000	0.734	29362.478	147	-1.682
130_197	500	0.942	1.000	0.954	99316.228	497	0.075
130_198	500	0.534	1.000	0.522	9026.432	45	-3.390
130_199	500	0.991	1.000	0.917	80631.227	403	-0.227
131	500	1.000	1.000	0.989	120746.801	604	0.357
131_132	500	1.000	1.000	0.998	126260.580	632	0.422
131_133	500	1.000	1.000	0.990	121125.414	606	0.361
131_134	500	1.000	1.000	0.992	122365.746	612	0.376
131_135	500	1.000	1.000	0.917	80992.029	405	-0.220
131_136	500	1.000	1.000	0.963	104311.782	522	0.146
131_137	500	1.000	1.000	0.999	127021.346	636	0.431
131_138	500	1.000	1.000	0.981	115313.878	577	0.291
131_139	500	1.000	1.000	0.904	75103.452	376	-0.327
131_140	500	1.000	1.000	1.014	138431.480	693	0.555
131_141	500	1.000	1.000	0.983	116619.581	584	0.308
131_142	500	1.000	1.000	0.965	105613.328	528	0.163
131_143	500	1.000	1.000	0.980	114799.662	574	0.283
131_144	500	1.000	1.000	1.019	142153.637	711	0.592
131_145	500	1.000	1.000	1.021	144110.464	721	0.612
131_146	500	1.000	1.000	0.989	120205.352	601	0.349
131_147	500	1.000	1.000	1.009	134635.639	674	0.515
131_148	500	1.000	1.000	0.990	121069.201	606	0.361
131_149	500	1.000	1.000	0.979	114102.334	571	0.276
131_150	500	0.864	1.000	0.801	42493.141	212	-1.154
131_151	500	0.853	1.000	0.805	43325.820	216	-1.127
131_152	500	0.736	1.000	0.696	23702.866	118	-1.999
131_153	500	0.668	1.000	0.665	19965.541	99	-2.252
131_154	500	0.564	1.000	0.530	9428.791	47	-3.327
131_155	500	0.942	1.000	0.906	76185.753	381	-0.308
131_156	500	0.556	0.736	0.565	11451.582	57	-3.049
131_157	500	0.734	1.000	0.637	17139.138	85	-2.472
131_158	500	0.760	1.000	0.744	30990.492	155	-1.606
131_159	500	0.889	1.000	0.934	88922.862	445	-0.084
131_160	500	0.865	1.000	0.814	45512.165	227	-1.055
131_161	500	0.673	1.000	0.647	18073.410	90	-2.390
131_162	500	0.908	1.000	0.865	60667.279	303	-0.639
131_163	500	0.901	1.000	0.890	69732.548	349	-0.435
131_164	500	0.579	1.000	0.556	10939.764	54	-3.127
131_165	500	0.969	1.000	0.935	89130.540	446	-0.081
131_166	500	0.752	1.000	0.746	31381.637	157	-1.587
131_167	500	0.610	1.000	0.636	16990.913	85	-2.472
131_168	500	0.823	1.000	0.757	33199.472	166	-1.507
131_169	500	0.803	1.000	0.780	37696.126	188	-1.327
131_170	500	0.540	1.000	0.540	10005.874	50	-3.238
131_171	500	0.526	1.000	0.535	9703.539	48	-3.297
131_172	500	0.660	1.000	0.676	21234.339	106	-2.154
131_173	500	0.929	1.000	0.917	80596.273	403	-0.227
131_174	500	0.531	1.000	0.550	10543.849	52	-3.181
131_175	500	0.980	1.000	0.989	120323.179	602	0.352
131_176	500	0.569	1.000	0.496	7806.478	39	-3.596
131_177	500	0.970	1.000	1.028	149833.051	750	0.669
131_178	500	0.887	1.000	0.961	103391.448	517	0.132
131_179	500	0.868	1.000	0.957	100979.758	505	0.098
131_180	500	0.758	1.000	0.729	28474.621	142	-1.732
131_181	500	0.714	1.000	0.743	30767.201	154	-1.615
131_182	500	0.733	1.000	0.795	40965.648	205	-1.202
131_183	500	0.967	1.000	0.946	94627.719	473	0.004
131_184	500	0.669	1.000	0.652	18545.092	92	-2.358
131_185	500	0.694	1.000	0.724	27667.840	138	-1.773
131_186	500	0.816	1.000	0.846	54617.887	273	-0.789
131_187	500	0.991	1.000	1.032	153175.096	767	0.701
131_188	500	0.744	1.000	0.741	30431.227	152	-1.634
131_189	500	0.618	1.000	0.724	27740.259	138	-1.773
131_190	500	0.512	1.000	0.561	11210.021	56	-3.074
131_191	500	0.799	1.000	0.807	43911.135	219	-1.107
131_192	500	0.886	1.000	0.907	76257.916	381	-0.308
131_193	500	0.947	1.000	0.868	61612.480	308	-0.615
131_194	500	0.947	1.000	0.945	94446.721	472	0.001
131_195	500	0.961	1.000	0.914	79529.126	398	-0.245
131_196	500	0.613	0.858	0.578	12361.032	61	-2.951
131_197	500	0.942	1.000	1.000	127889.732	640	0.440
131_198	500	0.534	1.000	0.569	11738.225	58	-3.024
131_199	500	0.991	1.000	1.020	142705.028	714	0.598
132	500	1.000	1.000	1.008	133703.754	669	0.504
132_133	500	0.833	0.833	0.830	49816.058	249	-0.922
132_134	500	1.000	1.000	1.007	133382.655	667	0.500
132_135	500	1.000	1.000	1.016	139553.864	698	0.565
132_136	500	1.000	1.000	1.012	137007.697	686	0.540
132_137	500	1.000	1.000	0.901	74069.110	370	-0.350
132_138	500	1.000	1.000	0.960	102507.200	513	0.121
132_139	500	1.000	1.000	1.034	154858.902	775	0.716
132_140	500	1.000	1.000	1.016	140002.049	701	0.572
132_141	500	1.000	1.000	1.076	195188.695	977	1.050
132_142	500	1.000	1.000	0.997	125614.439	629	0.415
132_143	500	1.000	1.000	0.953	98736.311	494	0.067
132_144	500	1.000	1.000	1.014	138490.399	693	0.555
132_145	500	1.000	1.000	1.043	162373.365	813	0.785
132_146	500	1.000	1.000	1.078	196774.055	985	1.062
132_147	500	1.000	1.000	0.905	75727.291	379	-0.316
132_148	500	1.000	1.000	1.039	159128.517	796	0.755
132_149	500	1.000	1.000	0.973	109941.175	550	0.222
132_150	500	0.864	1.000	0.899	73118.975	366	-0.366
132_151	500	0.853	1.000	0.864	60093.461	300	-0.653
132_152	500	0.736	1.000	0.645	17835.378	89	-2.406
132_153	500	0.668	1.000	0.693	23355.352	116	-2.024
132_154	500	0.564	1.000	0.564	11418.673	57	-3.049
132_155	500	0.942	1.000	0.977	112971.521	565	0.260
132_156	500	0.755	1.000	0.844	53975.310	270	-0.805
132_157	500	0.734	1.000	0.760	33745.351	168	-1.489
132_158	500	0.760	1.000	0.771	36046.240	180	-1.390
132_159	500	0.889	1.000	0.856	57655.146	288	-0.712
132_160	500	0.865	1.000	0.954	99281.016	497	0.075
132_161	500	0.673	1.000	0.711	25832.062	129	-1.871
132_162	500	0.908	1.000	0.867	61195.878	306	-0.624
132_163	500	0.901	1.000	1.003	129987.366	650	0.463
132_164	500	0.579	1.000	0.621	15635.622	78	-2.596
132_165	500	0.969	1.000	0.988	119955.511	600	0.347
132_166	500	0.752	1.000	0.725	27820.896	139	-1.763
132_167	500	0.610	1.000	0.457	6302.373	31	-3.928
132_168	500	0.823	1.000	0.838	52202.254	261	-0.854
132_169	500	0.803	1.000	0.786	39080.507	195	-1.274
132_170	500	0.540	1.000	0.445	5901.183	29	-4.024
132_171	500	0.526	1.000	0.580	12490.925	62	-2.928
132_172	500	0.660	1.000	0.646	17999.978	90	-2.390
132_173	500	0.929	1.000	0.952	98005.807	490	0.055
132_174	500	0.531	1.000	0.497	7871.658	39	-3.596
132_175	500	0.980	1.000	1.002	129651.047	649	0.460
132_176	500	0.569	1.000	0.548	10465.515	52	-3.181
132_177	500	0.970	1.000	0.928	85974.759	430	-0.134
132_178	500	0.887	1.000	0.994	123672.793	619	0.392
132_179	500	0.868	1.000	0.890	69559.772	348	-0.439
132_180	500	0.758	1.000	0.755	32840.641	164	-1.524
132_181	500	0.714	1.000	0.692	23153.457	115	-2.036
132_182	500	0.733	1.000	0.702	24563.316	123	-1.939
132_183	500	0.861	0.890	0.770	35660.021	178	-1.406
132_184	500	0.669	1.000	0.724	27711.938	138	-1.773
132_185	500	0.694	1.000	0.541	10042.751	50	-3.238
132_186	500	0.816	1.000	0.865	60483.178	302	-0.643
132_187	500	0.991	1.000	1.051	169494.530	848	0.846
